Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
45.71978000000026,,,,,0.0625,0.1484375,-0.8359375,-0.01349484722509006,165.2386636624399,11.005135629622155,7.28814531779329,0,34682,80.04126979696171,49.011209350233976,61.23242356669159,3.3714463661087173,2.0644183192195213,0.296875,,
45.729250000000235,,,,,-0.1875,0.228515625,-0.830078125,-0.01349484722509006,165.2386636624399,11.004613257026495,7.293189399737636,0,34682,80.10294804480031,49.01167477401094,61.1858564139231,3.3714143502408898,2.062828743456789,0.298828125,,
45.73638000000012,,,,,-0.15625,-0.0546875,-1.216796875,-0.01349484722509006,165.2386636624399,11.004348718537909,7.295051567846558,0,34674,80.0999127339909,49.000989442593564,61.174834990550096,3.3721495329400035,2.0629069124106527,0.298828125,,
45.74426000000001,,,,,-0.03125,-0.0703125,-1.078125,-0.01349484722509006,165.2386636624399,11.003942279239208,7.294410963413825,0,34679,80.0925131249677,49.00760793966025,61.18875039317855,3.3716941227959363,2.063097500819076,0.298828125,,
45.752304999999936,,,,,0.25,0.2421875,-0.8203125,-0.01349484722509006,165.2386636624399,11.00374804404762,7.296842498105591,0,34681,80.11534692007984,49.010252392247494,61.17461170222273,3.3715121958559346,2.0625094943079505,0.298828125,,
45.760310000000054,,,,,-0.0625,0.09375,-0.6953125,-0.01349484722509006,165.92247397729014,11.003434845009728,7.298285382944817,0,34657,80.12836619450341,48.977068827593065,61.12325903252069,3.3877583520027135,2.070708312890473,0.298828125,,
45.76854500000016,,,,,-0.03125,-0.142578125,-0.912109375,-0.01349484722509006,165.92247397729014,11.003263875064077,7.299252439739247,0,34648,80.14531393671157,48.96382592853327,61.0938101349239,3.3886746149998093,2.0702704353783465,0.298828125,,
45.77628000000003,,,,,-0.125,0.0703125,-1.185546875,-0.01349484722509006,165.92247397729014,11.003299371063806,7.301396205417608,0,34657,80.16926016022319,48.97577649205094,61.090468334333934,3.3878477455935867,2.069652054237296,0.298828125,,
45.784250000000235,,,,,-0.25,0.19921875,-1.1328125,-0.01349484722509006,165.92247397729014,11.0031379544847,7.305167057739719,0,34660,80.2093691929711,48.980521596556336,61.06583568649807,3.387519539786927,2.0686171160143005,0.298828125,,
45.7925,,,,,0.0625,0.169921875,-0.853515625,-0.01349484722509006,165.92247397729014,11.002982421576737,7.307293957765674,0,34661,80.23514069319742,48.982492434071254,61.04867768771064,3.3873832410756983,2.0679526768918293,0.298828125,,
45.8107350000001,,,,,0.0625,-0.216796875,-0.935546875,-0.01349484722509006,165.92247397729014,11.002693862418937,7.306411391372448,0,34636,80.23254638891395,48.94631308324527,61.005558574678844,3.3898870727014327,2.0680195437523388,0.298828125,,
45.821065000000175,,,,,-0.08203125,0.013671875,-1.130859375,-0.01349484722509006,165.92247397729014,11.002267747573155,7.308352901687397,0,34640,80.25752976626524,48.95290137392873,60.9947770838384,3.3894308472113748,2.067375789667434,0.298828125,,
45.83040500000026,,,,,-0.09375,0.267578125,-0.845703125,-0.01349484722509006,165.92247397729014,11.002137511666596,7.309452081145666,0,34648,80.27341411837405,48.963804090133614,60.99628952859765,3.3886761263862692,2.0669667012370363,0.30078125,,
45.83831000000006,,,,,0.0625,-0.01953125,-0.94140625,-0.01374012247905879,165.92247397729014,11.001936008810754,7.314925360989949,0,34636,80.32729836647319,49.83702699894398,62.04245382631323,3.329301203717588,2.065580162055375,0.30078125,,
45.84637999999989,,,,,0.0625,-0.2421875,-1.1796875,-0.01374012247905879,165.92247397729014,11.001840414999906,7.317208367861413,0,34640,80.32999986586101,49.84196991267798,62.04652059741884,3.3289710312008656,2.0655106965561516,0.30078125,,
